window_id	count	hetA	fixed	hetB	hetAB
chr18_16052633_16056700	77	0	1	1	0
chr18_16052633_16056700	73	3	0	0	0
chr18_16052633_16056700	72	0	3	0	0
chr18_16052633_16056700	56	0	2	1	0
chr18_16052633_16056700	43	1	0	2	0
chr18_16052633_16056700	41	1	1	1	0
chr18_16052633_16056700	24	0	0	3	0
chr18_16052633_16056700	23	2	0	1	0
chr18_16052633_16056700	23	1	3	0	0
chr18_16052633_16056700	20	2	2	0	0
chr18_16052633_16056700	17	3	0	1	0
chr18_16052633_16056700	15	0	1	2	0
chr18_16052633_16056700	13	1	0	3	0
chr18_16052633_16056700	13	0	0	1	1
chr18_16052633_16056700	12	0	1	0	1
chr18_16052633_16056700	12	1	2	1	0
chr18_16052633_16056700	11	0	0	0	1
chr18_16052633_16056700	9	2	1	1	0
chr18_16052633_16056700	7	3	1	0	0
chr18_16052633_16056700	7	1	1	2	0
chr18_16052633_16056700	6	1	0	0	1
chr18_16052633_16056700	5	1	0	1	1
chr18_16052633_16056700	4	3	0	2	0
chr18_16052633_16056700	3	1	1	0	1
chr18_16052633_16056700	2	0	0	2	1
chr18_16052633_16056700	2	0	3	1	0
chr18_16052633_16056700	2	2	0	2	0
chr18_16052633_16056700	2	2	0	1	1
chr18_16052633_16056700	1	0	1	1	1
chr18_16052633_16056700	1	3	2	0	0
chr18_16052633_16056700	1	1	0	2	1
chr18_16052633_16056700	1	2	1	2	0
chr18_16052633_16056700	1	2	2	1	0
chr18_16052633_16056700	1	1	3	1	0
chr18_16053371_16057368	929	0	0	0	0
chr18_16053371_16057368	465	1	0	0	0
chr18_16053371_16057368	415	0	1	0	0
chr18_16053371_16057368	400	1	1	0	0
chr18_16053371_16057368	248	0	0	1	0
chr18_16053371_16057368	222	0	2	0	0
chr18_16053371_16057368	158	1	0	1	0
chr18_16053371_16057368	131	2	0	0	0
chr18_16053371_16057368	89	1	2	0	0
chr18_16053371_16057368	79	0	0	2	0
chr18_16053371_16057368	72	3	0	0	0
chr18_16053371_16057368	65	0	3	0	0
chr18_16053371_16057368	63	2	1	0	0
chr18_16053371_16057368	54	0	1	1	0
chr18_16053371_16057368	51	1	0	2	0
chr18_16053371_16057368	33	1	1	1	0
chr18_16053371_16057368	32	0	2	1	0
chr18_16053371_16057368	24	1	3	0	0
chr18_16053371_16057368	23	2	0	1	0
chr18_16053371_16057368	19	2	2	0	0
chr18_16053371_16057368	17	0	0	3	0
chr18_16053371_16057368	14	3	0	1	0
chr18_16053371_16057368	13	0	0	0	1
chr18_16053371_16057368	12	1	2	1	0
chr18_16053371_16057368	11	0	0	1	1
chr18_16053371_16057368	10	1	0	3	0
chr18_16053371_16057368	10	0	2	2	0
chr18_16053371_16057368	9	0	1	2	0
chr18_16053371_16057368	9	1	1	2	0
chr18_16053371_16057368	9	0	1	0	1
chr18_16053371_16057368	8	2	1	1	0
chr18_16053371_16057368	6	1	0	0	1
chr18_16053371_16057368	6	1	2	2	0
chr18_16053371_16057368	5	2	0	2	0
chr18_16053371_16057368	5	0	4	0	0
chr18_16053371_16057368	4	3	1	0	0
chr18_16053371_16057368	3	1	1	0	1
chr18_16053371_16057368	3	1	4	0	0
chr18_16053371_16057368	2	0	0	2	1
chr18_16053371_16057368	2	0	3	1	0
chr18_16053371_16057368	2	2	0	1	1
chr18_16053371_16057368	2	3	0	2	0
chr18_16053371_16057368	2	0	3	2	0
chr18_16053371_16057368	1	1	0	2	1
chr18_16053371_16057368	1	2	1	2	0
chr18_16053371_16057368	1	2	2	1	0
chr18_16053371_16057368	1	1	3	1	0
chr18_16053371_16057368	1	1	0	1	1
chr18_16053371_16057368	1	0	5	0	0
chr18_16054424_16067076	901	0	0	0	0
chr18_16054424_16067076	470	0	1	0	0
chr18_16054424_16067076	440	1	0	0	0
chr18_16054424_16067076	312	1	1	0	0
chr18_16054424_16067076	278	0	0	1	0
chr18_16054424_16067076	244	0	2	0	0
chr18_16054424_16067076	162	1	0	1	0
chr18_16054424_16067076	127	0	0	2	0
chr18_16054424_16067076	123	2	0	0	0
chr18_16054424_16067076	68	1	2	0	0
chr18_16054424_16067076	56	0	1	1	0
chr18_16054424_16067076	55	1	0	2	0
chr18_16054424_16067076	42	3	0	0	0
chr18_16054424_16067076	33	2	1	0	0
chr18_16054424_16067076	29	1	1	1	0
chr18_16054424_16067076	28	0	2	1	0
chr18_16054424_16067076	25	0	3	0	0
chr18_16054424_16067076	24	2	0	1	0
chr18_16054424_16067076	23	0	0	3	0
chr18_16054424_16067076	18	1	3	0	0
chr18_16054424_16067076	17	2	2	0	0
chr18_16054424_16067076	15	3	0	1	0
chr18_16054424_16067076	13	0	4	0	0
chr18_16054424_16067076	11	0	0	1	1
chr18_16054424_16067076	10	1	2	1	0
chr18_16054424_16067076	10	0	0	0	1
chr18_16054424_16067076	10	0	2	2	0
chr18_16054424_16067076	9	0	1	0	1
chr18_16054424_16067076	7	1	1	2	0
chr18_16054424_16067076	6	1	0	0	1
chr18_16054424_16067076	6	1	0	3	0
chr18_16054424_16067076	6	1	2	2	0
chr18_16054424_16067076	5	2	0	2	0
chr18_16054424_16067076	4	3	1	0	0
chr18_16054424_16067076	4	0	1	4	0
chr18_16054424_16067076	4	0	4	1	0
chr18_16054424_16067076	3	2	1	1	0
chr18_16054424_16067076	3	1	3	1	0
chr18_16054424_16067076	3	1	1	0	1
chr18_16054424_16067076	3	0	1	2	0
chr18_16054424_16067076	3	1	4	0	0
chr18_16054424_16067076	2	0	3	1	0
chr18_16054424_16067076	2	2	0	1	1
chr18_16054424_16067076	2	3	0	2	0
chr18_16054424_16067076	2	0	3	2	0
chr18_16054424_16067076	2	3	3	0	0
chr18_16054424_16067076	2	1	0	4	0
chr18_16054424_16067076	2	2	3	0	0
chr18_16054424_16067076	1	2	2	1	0
chr18_16054424_16067076	1	1	0	1	1
chr18_16054424_16067076	1	0	5	0	0
chr18_16054424_16067076	1	3	0	4	0
chr18_16054424_16067076	1	3	3	1	0
chr18_16054424_16067076	1	2	0	4	0
chr18_16054424_16067076	1	2	3	1	0
chr18_16055339_16067854	958	0	0	0	0
chr18_16055339_16067854	458	0	1	0	0
chr18_16055339_16067854	425	1	0	0	0
chr18_16055339_16067854	308	1	1	0	0
chr18_16055339_16067854	307	0	0	1	0
chr18_16055339_16067854	253	0	2	0	0
chr18_16055339_16067854	167	1	0	1	0
chr18_16055339_16067854	140	0	0	2	0
chr18_16055339_16067854	104	2	0	0	0
chr18_16055339_16067854	67	1	2	0	0
chr18_16055339_16067854	61	0	4	0	0
chr18_16055339_16067854	59	1	0	2	0
chr18_16055339_16067854	54	0	1	1	0
chr18_16055339_16067854	45	0	3	0	0
chr18_16055339_16067854	44	1	3	0	0
chr18_16055339_16067854	41	0	0	3	0
chr18_16055339_16067854	40	3	0	0	0
chr18_16055339_16067854	38	2	1	0	0
chr18_16055339_16067854	28	1	1	1	0
chr18_16055339_16067854	26	0	2	1	0
chr18_16055339_16067854	24	2	0	1	0
chr18_16055339_16067854	18	0	5	1	0
chr18_16055339_16067854	17	1	4	0	0
chr18_16055339_16067854	16	0	2	2	0
chr18_16055339_16067854	15	3	0	1	0
chr18_16055339_16067854	15	2	2	0	0
chr18_16055339_16067854	15	1	0	3	0
chr18_16055339_16067854	14	2	3	0	0
chr18_16055339_16067854	14	2	6	0	0
chr18_16055339_16067854	12	0	0	0	1
chr18_16055339_16067854	12	0	0	1	1
chr18_16055339_16067854	12	0	6	0	0
chr18_16055339_16067854	11	0	3	2	0
chr18_16055339_16067854	9	2	0	2	0
chr18_16055339_16067854	9	0	1	0	1
chr18_16055339_16067854	8	1	1	2	0
chr18_16055339_16067854	8	0	5	0	0
chr18_16055339_16067854	8	3	3	0	0
chr18_16055339_16067854	8	1	0	4	0
chr18_16055339_16067854	7	1	2	1	0
chr18_16055339_16067854	7	3	1	0	0
chr18_16055339_16067854	7	1	0	0	1
chr18_16055339_16067854	7	0	0	4	0
chr18_16055339_16067854	6	0	1	2	0
chr18_16055339_16067854	6	1	2	2	0
chr18_16055339_16067854	6	0	0	7	0
chr18_16055339_16067854	6	1	5	1	0
chr18_16055339_16067854	6	2	5	1	0
chr18_16055339_16067854	5	0	1	4	0
chr18_16055339_16067854	5	2	0	4	0
chr18_16055339_16067854	4	0	4	1	0
chr18_16055339_16067854	4	1	0	2	1
chr18_16055339_16067854	3	1	1	0	1
chr18_16055339_16067854	3	2	0	1	1
chr18_16055339_16067854	3	3	0	2	0
chr18_16055339_16067854	3	0	1	3	0
chr18_16055339_16067854	3	3	2	0	0
chr18_16055339_16067854	3	2	0	7	0
chr18_16055339_16067854	3	0	0	1	2
chr18_16055339_16067854	3	1	2	4	0
chr18_16055339_16067854	3	0	0	3	1
chr18_16055339_16067854	3	1	3	2	0
chr18_16055339_16067854	2	3	0	4	0
chr18_16055339_16067854	2	1	3	1	0
chr18_16055339_16067854	2	2	0	2	1
chr18_16055339_16067854	2	1	6	0	0
chr18_16055339_16067854	2	2	2	4	0
chr18_16055339_16067854	2	1	0	3	1
chr18_16055339_16067854	2	0	2	4	0
chr18_16055339_16067854	2	0	0	1	3
chr18_16055339_16067854	2	2	5	0	0
chr18_16055339_16067854	1	1	0	1	1
chr18_16055339_16067854	1	2	1	1	0
chr18_16055339_16067854	1	3	3	1	0
chr18_16055339_16067854	1	2	3	1	0
chr18_16055339_16067854	1	1	0	7	0
chr18_16055339_16067854	1	0	2	1	3
chr18_16055339_16067854	1	0	3	4	0
chr18_16055991_16068494	1082	0	0	0	0
chr18_16055991_16068494	455	0	1	0	0
chr18_16055991_16068494	325	1	0	0	0
chr18_16055991_16068494	278	0	0	1	0
chr18_16055991_16068494	257	1	1	0	0
chr18_16055991_16068494	253	0	2	0	0
chr18_16055991_16068494	150	0	0	2	0
chr18_16055991_16068494	140	1	0	1	0
chr18_16055991_16068494	87	2	0	0	0
chr18_16055991_16068494	84	1	2	0	0
chr18_16055991_16068494	68	1	0	2	0
chr18_16055991_16068494	61	0	4	0	0
chr18_16055991_16068494	45	0	3	0	0
chr18_16055991_16068494	44	1	3	0	0
chr18_16055991_16068494	44	0	1	1	0
chr18_16055991_16068494	41	0	0	3	0
chr18_16055991_16068494	38	2	1	0	0
chr18_16055991_16068494	33	1	1	1	0
chr18_16055991_16068494	32	3	0	0	0
chr18_16055991_16068494	24	0	2	1	0
chr18_16055991_16068494	23	2	2	0	0
chr18_16055991_16068494	18	2	0	1	0
chr18_16055991_16068494	18	0	5	1	0
chr18_16055991_16068494	17	1	4	0	0
chr18_16055991_16068494	16	0	2	2	0
chr18_16055991_16068494	15	1	0	3	0
chr18_16055991_16068494	14	2	0	2	0
chr18_16055991_16068494	14	2	3	0	0
chr18_16055991_16068494	14	2	6	0	0
chr18_16055991_16068494	12	0	6	0	0
chr18_16055991_16068494	11	3	0	1	0
chr18_16055991_16068494	11	0	3	2	0
chr18_16055991_16068494	10	0	0	0	1
chr18_16055991_16068494	9	0	1	0	1
chr18_16055991_16068494	9	0	0	1	1
chr18_16055991_16068494	8	1	0	0	1
chr18_16055991_16068494	8	0	5	0	0
chr18_16055991_16068494	8	3	3	0	0
chr18_16055991_16068494	8	1	0	4	0
chr18_16055991_16068494	7	3	1	0	0
chr18_16055991_16068494	7	0	0	4	0
chr18_16055991_16068494	6	1	2	1	0
chr18_16055991_16068494	6	0	1	2	0
chr18_16055991_16068494	6	1	1	2	0
chr18_16055991_16068494	6	1	2	2	0
chr18_16055991_16068494	6	0	0	7	0
chr18_16055991_16068494	6	1	5	1	0
chr18_16055991_16068494	6	2	5	1	0
chr18_16055991_16068494	5	0	1	4	0
chr18_16055991_16068494	5	2	0	4	0
chr18_16055991_16068494	4	2	1	1	0
chr18_16055991_16068494	4	0	4	1	0
chr18_16055991_16068494	4	1	0	2	1
chr18_16055991_16068494	3	1	1	0	1
chr18_16055991_16068494	3	2	0	1	1
chr18_16055991_16068494	3	3	0	2	0
chr18_16055991_16068494	3	0	1	3	0
chr18_16055991_16068494	3	3	2	0	0
chr18_16055991_16068494	3	2	0	7	0
chr18_16055991_16068494	3	0	0	1	2
chr18_16055991_16068494	3	1	2	4	0
chr18_16055991_16068494	3	0	0	3	1
chr18_16055991_16068494	3	1	3	2	0
chr18_16055991_16068494	2	3	0	4	0
chr18_16055991_16068494	2	1	3	1	0
chr18_16055991_16068494	2	2	0	2	1
chr18_16055991_16068494	2	1	6	0	0
chr18_16055991_16068494	2	2	2	4	0
chr18_16055991_16068494	2	1	0	3	1
chr18_16055991_16068494	2	0	2	4	0
chr18_16055991_16068494	2	0	0	1	3
chr18_16055991_16068494	2	2	5	0	0
chr18_16055991_16068494	1	1	0	1	1
chr18_16055991_16068494	1	3	3	1	0
chr18_16055991_16068494	1	2	3	1	0
chr18_16055991_16068494	1	1	0	7	0
chr18_16055991_16068494	1	0	2	1	3
chr18_16055991_16068494	1	0	3	4	0
chr18_16056700_16069134	1051	0	0	0	0
chr18_16056700_16069134	470	0	1	0	0
chr18_16056700_16069134	262	0	0	1	0
chr18_16056700_16069134	253	0	2	0	0
chr18_16056700_16069134	174	1	0	0	0
chr18_16056700_16069134	164	0	0	2	0
chr18_16056700_16069134	140	1	1	0	0
chr18_16056700_16069134	132	1	2	0	0
chr18_16056700_16069134	105	1	3	0	0
chr18_16056700_16069134	105	0	3	0	0
chr18_16056700_16069134	76	2	2	0	0
chr18_16056700_16069134	69	1	0	2	0
chr18_16056700_16069134	67	0	4	0	0
chr18_16056700_16069134	60	1	0	1	0
chr18_16056700_16069134	39	0	1	1	0
chr18_16056700_16069134	38	0	0	3	0
chr18_16056700_16069134	38	3	3	0	0
chr18_16056700_16069134	31	0	0	4	0
chr18_16056700_16069134	30	2	0	0	0
chr18_16056700_16069134	26	1	1	1	0
chr18_16056700_16069134	24	0	0	3	1
chr18_16056700_16069134	23	1	4	0	0
chr18_16056700_16069134	20	0	0	0	1
chr18_16056700_16069134	20	2	3	0	0
chr18_16056700_16069134	19	2	1	0	0
chr18_16056700_16069134	19	0	5	1	0
chr18_16056700_16069134	17	2	0	2	0
chr18_16056700_16069134	16	0	2	2	0
chr18_16056700_16069134	15	3	1	0	0
chr18_16056700_16069134	14	2	6	0	0
chr18_16056700_16069134	13	0	5	0	0
chr18_16056700_16069134	13	1	0	4	0
chr18_16056700_16069134	12	0	6	0	0
chr18_16056700_16069134	12	1	0	3	1
chr18_16056700_16069134	11	0	3	2	0
chr18_16056700_16069134	11	1	0	3	2
chr18_16056700_16069134	10	0	2	1	0
chr18_16056700_16069134	9	1	0	2	1
chr18_16056700_16069134	9	1	0	3	0
chr18_16056700_16069134	9	3	2	0	0
chr18_16056700_16069134	9	0	0	5	0
chr18_16056700_16069134	8	3	0	0	0
chr18_16056700_16069134	7	0	1	4	0
chr18_16056700_16069134	7	3	3	1	0
chr18_16056700_16069134	7	2	0	4	0
chr18_16056700_16069134	7	0	0	1	2
chr18_16056700_16069134	6	2	0	1	0
chr18_16056700_16069134	6	0	0	1	1
chr18_16056700_16069134	6	1	2	2	0
chr18_16056700_16069134	6	0	0	7	0
chr18_16056700_16069134	6	1	5	1	0
chr18_16056700_16069134	6	2	5	1	0
chr18_16056700_16069134	6	1	0	0	1
chr18_16056700_16069134	6	0	0	4	1
chr18_16056700_16069134	6	1	0	1	1
chr18_16056700_16069134	5	0	1	2	0
chr18_16056700_16069134	5	1	3	1	0
chr18_16056700_16069134	5	0	0	2	1
chr18_16056700_16069134	5	1	0	5	0
chr18_16056700_16069134	5	1	0	0	2
chr18_16056700_16069134	5	1	0	1	2
chr18_16056700_16069134	4	2	1	1	0
chr18_16056700_16069134	4	0	4	1	0
chr18_16056700_16069134	4	1	0	5	1
chr18_16056700_16069134	3	3	0	1	0
chr18_16056700_16069134	3	1	1	2	0
chr18_16056700_16069134	3	0	1	3	0
chr18_16056700_16069134	3	2	0	7	0
chr18_16056700_16069134	3	1	2	4	0
chr18_16056700_16069134	3	1	2	1	0
chr18_16056700_16069134	3	1	3	2	0
chr18_16056700_16069134	2	3	0	4	0
chr18_16056700_16069134	2	2	0	2	1
chr18_16056700_16069134	2	2	0	1	1
chr18_16056700_16069134	2	1	6	0	0
chr18_16056700_16069134	2	2	2	4	0
chr18_16056700_16069134	2	0	2	4	0
chr18_16056700_16069134	2	0	0	1	3
chr18_16056700_16069134	2	2	5	0	0
chr18_16056700_16069134	2	0	0	6	0
chr18_16056700_16069134	2	0	0	5	1
chr18_16056700_16069134	2	1	0	2	2
chr18_16056700_16069134	2	1	1	0	1
chr18_16056700_16069134	2	0	1	2	1
chr18_16056700_16069134	1	2	3	1	0
chr18_16056700_16069134	1	3	0	2	0
chr18_16056700_16069134	1	1	0	7	0
chr18_16056700_16069134	1	0	2	1	3
chr18_16056700_16069134	1	0	3	4	0
chr18_16056700_16069134	1	1	0	6	0
chr18_16056700_16069134	1	0	1	6	0
chr18_16056700_16069134	1	1	0	4	1
chr18_16056700_16069134	1	0	1	0	1
chr18_16056700_16069134	1	2	1	0	1
chr18_16056700_16069134	1	0	0	0	3
chr18_16056700_16069134	1	2	2	0	1
chr18_16057368_16069774	923	0	0	0	0
chr18_16057368_16069774	431	0	1	0	0
chr18_16057368_16069774	277	0	2	0	0
chr18_16057368_16069774	237	0	0	1	0
chr18_16057368_16069774	220	1	0	0	0
chr18_16057368_16069774	169	0	0	2	0
chr18_16057368_16069774	144	1	2	0	0
chr18_16057368_16069774	135	1	1	0	0
chr18_16057368_16069774	109	1	3	0	0
chr18_16057368_16069774	109	0	3	0	0
chr18_16057368_16069774	86	2	2	0	0
chr18_16057368_16069774	68	1	0	1	0
chr18_16057368_16069774	67	0	1	1	0
chr18_16057368_16069774	67	0	4	0	0
chr18_16057368_16069774	48	1	0	2	0
chr18_16057368_16069774	40	0	0	3	0
chr18_16057368_16069774	38	3	3	0	0
chr18_16057368_16069774	31	0	0	4	0
chr18_16057368_16069774	26	0	0	0	1
chr18_16057368_16069774	25	1	1	1	0
chr18_16057368_16069774	25	2	0	0	0
chr18_16057368_16069774	24	0	0	3	1
chr18_16057368_16069774	20	2	3	0	0
chr18_16057368_16069774	20	1	4	0	0
chr18_16057368_16069774	19	3	2	0	0
chr18_16057368_16069774	19	0	5	1	0
chr18_16057368_16069774	16	2	1	0	0
chr18_16057368_16069774	15	3	1	0	0
chr18_16057368_16069774	14	2	0	2	0
chr18_16057368_16069774	14	2	6	0	0
chr18_16057368_16069774	13	1	0	4	0
chr18_16057368_16069774	13	1	0	3	0
chr18_16057368_16069774	12	1	0	2	1
chr18_16057368_16069774	12	0	0	1	1
chr18_16057368_16069774	12	0	6	0	0
chr18_16057368_16069774	12	0	5	0	0
chr18_16057368_16069774	12	1	0	3	1
chr18_16057368_16069774	11	2	0	1	0
chr18_16057368_16069774	11	0	2	1	0
chr18_16057368_16069774	11	0	0	2	1
chr18_16057368_16069774	11	1	0	3	2
chr18_16057368_16069774	9	0	3	2	0
chr18_16057368_16069774	9	0	0	5	0
chr18_16057368_16069774	8	0	0	1	2
chr18_16057368_16069774	8	1	0	0	1
chr18_16057368_16069774	7	0	1	4	0
chr18_16057368_16069774	7	3	3	1	0
chr18_16057368_16069774	7	2	0	4	0
chr18_16057368_16069774	7	2	0	2	1
chr18_16057368_16069774	6	0	0	7	0
chr18_16057368_16069774	6	1	5	1	0
chr18_16057368_16069774	6	2	5	1	0
chr18_16057368_16069774	6	0	2	2	0
chr18_16057368_16069774	6	0	0	4	1
chr18_16057368_16069774	6	1	0	1	1
chr18_16057368_16069774	5	1	3	1	0
chr18_16057368_16069774	5	0	1	3	0
chr18_16057368_16069774	5	1	0	5	0
chr18_16057368_16069774	5	1	0	0	2
chr18_16057368_16069774	5	1	0	1	2
chr18_16057368_16069774	4	0	4	1	0
chr18_16057368_16069774	4	1	0	5	1
chr18_16057368_16069774	3	2	0	7	0
chr18_16057368_16069774	3	1	2	4	0
chr18_16057368_16069774	3	1	2	1	0
chr18_16057368_16069774	3	0	1	2	0
chr18_16057368_16069774	3	1	3	2	0
chr18_16057368_16069774	3	2	1	1	0
chr18_16057368_16069774	2	3	0	4	0
chr18_16057368_16069774	2	2	0	1	1
chr18_16057368_16069774	2	1	6	0	0
chr18_16057368_16069774	2	2	2	4	0
chr18_16057368_16069774	2	0	2	4	0
chr18_16057368_16069774	2	0	0	1	3
chr18_16057368_16069774	2	2	5	0	0
chr18_16057368_16069774	2	0	0	6	0
chr18_16057368_16069774	2	0	0	5	1
chr18_16057368_16069774	2	1	0	2	2
chr18_16057368_16069774	2	1	1	0	1
chr18_16057368_16069774	2	0	0	0	3
chr18_16057368_16069774	2	0	1	2	1
chr18_16057368_16069774	2	1	1	3	0
chr18_16057368_16069774	2	2	0	0	1
chr18_16057368_16069774	2	2	0	3	0
chr18_16057368_16069774	2	0	2	3	0
chr18_16057368_16069774	1	3	0	1	0
chr18_16057368_16069774	1	2	3	1	0
chr18_16057368_16069774	1	1	1	2	0
chr18_16057368_16069774	1	3	0	2	0
chr18_16057368_16069774	1	1	0	7	0
chr18_16057368_16069774	1	0	2	1	3
chr18_16057368_16069774	1	0	3	4	0
chr18_16057368_16069774	1	1	0	6	0
chr18_16057368_16069774	1	0	1	6	0
chr18_16057368_16069774	1	1	0	4	1
chr18_16057368_16069774	1	0	1	0	1
chr18_16057368_16069774	1	2	1	0	1
chr18_16057368_16069774	1	2	2	0	1
chr18_16067076_16070564	927	0	0	0	0
chr18_16067076_16070564	298	0	1	0	0
chr18_16067076_16070564	267	1	0	0	0
chr18_16067076_16070564	249	0	0	1	0
chr18_16067076_16070564	200	0	2	0	0
chr18_16067076_16070564	157	0	3	0	0
chr18_16067076_16070564	140	1	2	0	0
chr18_16067076_16070564	134	0	0	2	0
chr18_16067076_16070564	128	1	1	0	0
chr18_16067076_16070564	122	1	3	0	0
chr18_16067076_16070564	121	2	2	0	0
chr18_16067076_16070564	97	1	0	1	0
chr18_16067076_16070564	64	0	4	0	0
chr18_16067076_16070564	54	0	1	1	0
chr18_16067076_16070564	48	3	3	0	0
chr18_16067076_16070564	43	1	0	2	0
chr18_16067076_16070564	43	0	0	3	0
chr18_16067076_16070564	37	0	0	4	0
chr18_16067076_16070564	34	0	0	0	1
chr18_16067076_16070564	29	2	3	0	0
chr18_16067076_16070564	28	0	0	3	1
chr18_16067076_16070564	26	2	0	0	0
chr18_16067076_16070564	25	2	0	2	0
chr18_16067076_16070564	24	3	2	0	0
chr18_16067076_16070564	23	1	1	1	0
chr18_16067076_16070564	20	3	1	0	0
chr18_16067076_16070564	20	1	4	0	0
chr18_16067076_16070564	19	2	1	0	0
chr18_16067076_16070564	19	0	5	1	0
chr18_16067076_16070564	18	0	6	0	0
chr18_16067076_16070564	18	0	2	1	0
chr18_16067076_16070564	17	1	0	3	1
chr18_16067076_16070564	15	1	0	3	0
chr18_16067076_16070564	15	0	0	1	1
chr18_16067076_16070564	14	2	6	0	0
chr18_16067076_16070564	14	2	0	1	0
chr18_16067076_16070564	12	1	0	2	1
chr18_16067076_16070564	12	0	5	0	0
chr18_16067076_16070564	12	2	0	4	0
chr18_16067076_16070564	11	1	0	4	0
chr18_16067076_16070564	11	0	0	2	1
chr18_16067076_16070564	11	1	0	3	2
chr18_16067076_16070564	10	4	2	0	0
chr18_16067076_16070564	9	1	0	0	1
chr18_16067076_16070564	9	0	3	2	0
chr18_16067076_16070564	9	0	0	5	0
chr18_16067076_16070564	8	0	0	1	2
chr18_16067076_16070564	8	1	0	1	1
chr18_16067076_16070564	7	2	0	2	1
chr18_16067076_16070564	6	0	0	7	0
chr18_16067076_16070564	6	1	5	1	0
chr18_16067076_16070564	6	2	5	1	0
chr18_16067076_16070564	6	0	2	2	0
chr18_16067076_16070564	6	0	0	4	1
chr18_16067076_16070564	6	3	3	1	0
chr18_16067076_16070564	5	0	1	3	0
chr18_16067076_16070564	5	1	0	5	0
chr18_16067076_16070564	5	1	0	2	2
chr18_16067076_16070564	5	1	0	0	2
chr18_16067076_16070564	5	1	0	1	2
chr18_16067076_16070564	5	2	0	2	2
chr18_16067076_16070564	4	0	2	4	0
chr18_16067076_16070564	4	0	1	4	0
chr18_16067076_16070564	4	0	1	2	0
chr18_16067076_16070564	4	1	0	5	1
chr18_16067076_16070564	4	4	0	0	0
chr18_16067076_16070564	3	2	0	7	0
chr18_16067076_16070564	3	1	2	4	0
chr18_16067076_16070564	3	3	0	4	0
chr18_16067076_16070564	3	0	3	4	0
chr18_16067076_16070564	3	1	2	1	0
chr18_16067076_16070564	3	1	3	2	0
chr18_16067076_16070564	3	2	1	1	0
chr18_16067076_16070564	3	1	3	1	0
chr18_16067076_16070564	3	3	0	1	0
chr18_16067076_16070564	2	2	0	1	1
chr18_16067076_16070564	2	1	6	0	0
chr18_16067076_16070564	2	2	2	4	0
chr18_16067076_16070564	2	0	0	1	3
chr18_16067076_16070564	2	2	5	0	0
chr18_16067076_16070564	2	0	0	6	0
chr18_16067076_16070564	2	0	0	5	1
chr18_16067076_16070564	2	1	1	0	1
chr18_16067076_16070564	2	0	0	0	3
chr18_16067076_16070564	2	0	1	2	1
chr18_16067076_16070564	2	1	1	3	0
chr18_16067076_16070564	2	2	0	0	1
chr18_16067076_16070564	2	2	0	3	0
chr18_16067076_16070564	2	0	2	3	0
chr18_16067076_16070564	2	2	1	4	0
chr18_16067076_16070564	2	3	0	0	1
chr18_16067076_16070564	2	3	0	0	0
chr18_16067076_16070564	2	3	0	3	0
chr18_16067076_16070564	1	1	1	2	0
chr18_16067076_16070564	1	3	0	2	0
chr18_16067076_16070564	1	1	0	7	0
chr18_16067076_16070564	1	0	2	1	3
chr18_16067076_16070564	1	1	0	6	0
chr18_16067076_16070564	1	0	1	6	0
chr18_16067076_16070564	1	1	0	4	1
chr18_16067076_16070564	1	0	1	0	1
chr18_16067076_16070564	1	2	1	0	1
chr18_16067076_16070564	1	2	2	0	1
chr18_16067076_16070564	1	0	0	2	2
chr18_16067076_16070564	1	0	0	0	4
chr18_16067076_16070564	1	0	0	0	2
chr18_16067076_16070564	1	2	0	0	2
chr18_16067076_16070564	1	0	3	1	0
chr18_16067854_16071319	875	0	0	0	0
chr18_16067854_16071319	378	1	0	0	0
chr18_16067854_16071319	349	0	1	0	0
chr18_16067854_16071319	249	0	0	1	0
chr18_16067854_16071319	245	0	2	0	0
chr18_16067854_16071319	162	1	2	0	0
chr18_16067854_16071319	140	1	1	0	0
chr18_16067854_16071319	135	0	3	0	0
chr18_16067854_16071319	132	0	0	2	0
chr18_16067854_16071319	121	2	2	0	0
chr18_16067854_16071319	120	1	0	1	0
chr18_16067854_16071319	105	1	3	0	0
chr18_16067854_16071319	60	0	1	1	0
chr18_16067854_16071319	48	3	3	0	0
chr18_16067854_16071319	45	0	0	0	1
chr18_16067854_16071319	41	1	0	2	0
chr18_16067854_16071319	38	0	0	3	0
chr18_16067854_16071319	32	0	0	4	0
chr18_16067854_16071319	31	2	0	0	0
chr18_16067854_16071319	30	2	3	0	0
chr18_16067854_16071319	27	0	0	3	1
chr18_16067854_16071319	25	1	1	1	0
chr18_16067854_16071319	21	2	0	2	0
chr18_16067854_16071319	21	2	0	1	0
chr18_16067854_16071319	21	3	2	0	0
chr18_16067854_16071319	19	0	0	2	1
chr18_16067854_16071319	19	0	4	0	0
chr18_16067854_16071319	18	0	0	1	1
chr18_16067854_16071319	17	3	1	0	0
chr18_16067854_16071319	16	0	2	1	0
chr18_16067854_16071319	16	1	0	3	1
chr18_16067854_16071319	14	3	0	0	0
chr18_16067854_16071319	13	2	1	0	0
chr18_16067854_16071319	12	1	0	2	1
chr18_16067854_16071319	12	1	0	3	0
chr18_16067854_16071319	11	1	0	0	1
chr18_16067854_16071319	11	1	0	3	2
chr18_16067854_16071319	10	0	0	5	0
chr18_16067854_16071319	10	4	2	0	0
